chrom	start	end	nSites	recombRate	CI95LO	CI95HI
NC_041732.1	29610000	29704000	546	3.885219838053996e-09	3.760335307559356e-09	4.010104368548636e-09
NC_041732.1	29704000	29798000	583	3.3275967022737534e-09	3.2027121717791132e-09	3.4524812327683935e-09
NC_041732.1	29798000	29892000	539	3.6615023895863166e-09	3.5366178590916764e-09	3.786386920080957e-09
NC_041732.1	29892000	29986000	382	3.003417574914733e-09	2.878533044420093e-09	3.128302105409373e-09
NC_041732.1	29986000	30080000	406	2.760964502352454e-09	2.6360799718578137e-09	2.885849032847094e-09
NC_041732.1	30080000	30174000	513	3.4516317152756566e-09	3.3267471847810164e-09	3.5765162457702967e-09
NC_041732.1	30174000	30268000	600	3.5877179849096244e-09	3.4628334544149843e-09	3.7126025154042646e-09
NC_041732.1	30268000	30362000	656	3.6064088502720016e-09	3.4815243197773614e-09	3.731293380766642e-09
NC_041732.1	30362000	30456000	470	3.1977438526732796e-09	3.0728593221786394e-09	3.3226283831679197e-09
NC_041732.1	30456000	30550000	411	2.936523121993608e-09	2.8116385914989676e-09	3.061407652488248e-09
NC_041732.1	30550000	30644000	592	3.6404099745194286e-09	3.5155254440247884e-09	3.765294505014068e-09
NC_041732.1	30644000	30738000	710	3.773764093087598e-09	3.6488795625929577e-09	3.898648623582238e-09
NC_041732.1	30738000	30832000	758	3.7148253823936793e-09	3.589940851899039e-09	3.8397099128883195e-09
NC_041732.1	30832000	30926000	717	3.6085499841646937e-09	3.4836654536700536e-09	3.7334345146593335e-09
NC_041732.1	30926000	31020000	877	3.730864897465059e-09	3.605980366970419e-09	3.855749427959699e-09
NC_041732.1	31020000	31114000	798	3.6135933839478927e-09	3.4887088534532525e-09	3.738477914442532e-09
NC_041732.1	31114000	31208000	699	3.677819147372127e-09	3.552934616877487e-09	3.802703677866767e-09
NC_041732.1	31208000	31302000	831	3.5885687247783464e-09	3.463684194283706e-09	3.7134532552729865e-09
NC_041732.1	31302000	31396000	841	3.7238661453002347e-09	3.5989816148055945e-09	3.848750675794875e-09
NC_041732.1	31396000	31490000	897	3.765107968237645e-09	3.6402234377430047e-09	3.889992498732285e-09
NC_041732.1	31490000	31584000	839	3.6214723597886348e-09	3.4965878292939946e-09	3.746356890283275e-09
NC_041732.1	31584000	31678000	729	3.5083506497563465e-09	3.3834661192617063e-09	3.6332351802509866e-09
NC_041732.1	31678000	31772000	802	3.4334207801470447e-09	3.3085362496524045e-09	3.558305310641685e-09
NC_041732.1	31772000	31866000	768	3.5530515369117622e-09	3.428167006417122e-09	3.6779360674064024e-09
NC_041732.1	31866000	31960000	774	3.6244598488366748e-09	3.4995753183420346e-09	3.749344379331315e-09
NC_041732.1	31960000	32054000	841	3.768884170788073e-09	3.6439996402934327e-09	3.893768701282713e-09
NC_041732.1	32054000	32148000	801	3.4612141823976065e-09	3.3363296519029663e-09	3.5860987128922466e-09
NC_041732.1	32148000	32242000	867	3.738554893666164e-09	3.6136703631715237e-09	3.863439424160804e-09
NC_041732.1	32242000	32336000	811	3.6681761644251345e-09	3.5432916339304944e-09	3.793060694919775e-09
NC_041732.1	32336000	32430000	822	3.5600356168613016e-09	3.4351510863666614e-09	3.6849201473559418e-09
NC_041732.1	32430000	32524000	852	3.615896330338596e-09	3.4910117998439558e-09	3.740780860833236e-09
NC_041732.1	32524000	32618000	864	3.862794138631115e-09	3.737909608136475e-09	3.987678669125755e-09
NC_041732.1	32618000	32712000	765	3.735549485304104e-09	3.6106649548094638e-09	3.860434015798744e-09
NC_041732.1	32712000	32806000	768	3.5823738480328598e-09	3.4574893175382196e-09	3.7072583785275e-09
NC_041732.1	32806000	32900000	755	3.573821366656933e-09	3.448936836162293e-09	3.6987058971515732e-09
NC_041732.1	32900000	32994000	800	3.5193630457414354e-09	3.3944785152467953e-09	3.6442475762360756e-09
NC_041732.1	32994000	33088000	925	3.737021735691946e-09	3.612137205197306e-09	3.861906266186586e-09
NC_041732.1	33088000	33182000	838	3.690493775389641e-09	3.565609244895001e-09	3.815378305884281e-09
NC_041732.1	33182000	33276000	836	3.7065031173045565e-09	3.5816185868099164e-09	3.831387647799197e-09
NC_041732.1	33276000	33370000	798	3.6465422937606205e-09	3.5216577632659803e-09	3.771426824255261e-09
NC_041732.1	33370000	33464000	835	3.6495896318860514e-09	3.5247051013914113e-09	3.774474162380691e-09
NC_041732.1	33464000	33558000	931	3.6232965512295703e-09	3.49841202073493e-09	3.74818108172421e-09
NC_041732.1	33558000	33652000	790	3.637253282245165e-09	3.5123687517505246e-09	3.762137812739805e-09
NC_041732.1	33652000	33746000	829	3.662113100300246e-09	3.5372285698056058e-09	3.786997630794886e-09
NC_041732.1	33746000	33840000	828	3.5724124271605627e-09	3.4475278966659225e-09	3.697296957655203e-09
NC_041732.1	33840000	33934000	794	3.618226436337053e-09	3.4933419058424127e-09	3.7431109668316934e-09
NC_041732.1	33934000	34028000	932	3.769111181412436e-09	3.6442266509177955e-09	3.893995711907076e-09
NC_041732.1	34028000	34122000	764	3.7011357949374e-09	3.57625126444276e-09	3.826020325432041e-09
NC_041732.1	34122000	34216000	808	3.532635271769052e-09	3.407750741274412e-09	3.657519802263692e-09
NC_041732.1	34216000	34310000	800	3.4900523367828734e-09	3.3651678062882332e-09	3.6149368672775135e-09
NC_041732.1	34310000	34404000	948	3.4960917746858714e-09	3.371207244191231e-09	3.6209763051805115e-09
NC_041732.1	34404000	34498000	865	3.806844412458784e-09	3.681959881964144e-09	3.931728942953424e-09
NC_041732.1	34498000	34592000	921	3.751933622272146e-09	3.627049091777506e-09	3.8768181527667865e-09
NC_041732.1	34592000	34686000	887	3.770859958796891e-09	3.6459754283022506e-09	3.895744489291531e-09
NC_041732.1	34686000	34780000	891	3.7189100291884997e-09	3.5940254986938595e-09	3.8437945596831394e-09
NC_041732.1	34780000	34874000	860	3.812742281377234e-09	3.687857750882594e-09	3.937626811871874e-09
NC_041732.1	34874000	34968000	721	3.641401691963764e-09	3.516517161469124e-09	3.766286222458404e-09
NC_041732.1	34968000	35062000	818	3.5442592373294526e-09	3.4193747068348125e-09	3.6691437678240928e-09
NC_041732.1	35062000	35156000	717	3.6316008216659555e-09	3.5067162911713153e-09	3.756485352160596e-09
NC_041732.1	35156000	35250000	705	3.713552866247434e-09	3.588668335752794e-09	3.8384373967420745e-09
NC_041732.1	35250000	35344000	731	3.4826287608893923e-09	3.357744230394752e-09	3.6075132913840325e-09
NC_041732.1	35344000	35438000	533	3.6849848218834946e-09	3.5601002913888544e-09	3.809869352378135e-09
NC_041732.1	35438000	35532000	503	3.3770621455501837e-09	3.2521776150555436e-09	3.501946676044824e-09
NC_041732.1	35532000	35626000	586	3.4959582443425084e-09	3.3710737138478682e-09	3.6208427748371485e-09
NC_041732.1	35626000	35720000	670	3.6640318908021404e-09	3.5391473603075e-09	3.7889164212967805e-09
NC_041732.1	35720000	35814000	614	3.6462405471282367e-09	3.5213560166335966e-09	3.7711250776228765e-09
NC_041732.1	35814000	35908000	662	3.6409243345472107e-09	3.5160398040525705e-09	3.765808865041851e-09
NC_041732.1	35908000	36002000	598	3.5436399229339547e-09	3.4187553924393145e-09	3.668524453428595e-09
NC_041732.1	36002000	36096000	548	3.5300604957507884e-09	3.405175965256148e-09	3.6549450262454285e-09
NC_041732.1	36096000	36190000	621	3.6332154735311772e-09	3.508330943036537e-09	3.758100004025817e-09
NC_041732.1	36190000	36284000	420	2.926879766119962e-09	2.8019952356253217e-09	3.051764296614602e-09
NC_041732.1	36284000	36378000	426	2.992240684373281e-09	2.8673561538786407e-09	3.117125214867921e-09
NC_041732.1	36378000	36472000	570	3.6562739089421254e-09	3.5313893784474853e-09	3.7811584394367656e-09
NC_041732.1	36472000	36566000	692	3.455659112178849e-09	3.330774581684209e-09	3.5805436426734893e-09
NC_041732.1	36566000	36660000	549	3.696437917348541e-09	3.571553386853901e-09	3.821322447843181e-09
NC_041732.1	36660000	36754000	616	3.542648721559836e-09	3.417764191065196e-09	3.667533252054476e-09
NC_041732.1	36754000	36848000	535	3.756101552252518e-09	3.6312170217578777e-09	3.880986082747158e-09
NC_041732.1	36848000	36942000	461	3.049494433343626e-09	2.9246099028489857e-09	3.174378963838266e-09
NC_041732.1	36942000	37036000	383	3.0880310312729664e-09	2.9631465007783263e-09	3.2129155617676066e-09
NC_041732.1	37036000	37130000	453	3.1020716971540205e-09	2.9771871666593804e-09	3.2269562276486607e-09
NC_041732.1	37130000	37224000	534	3.634185233506221e-09	3.5093007030115807e-09	3.759069764000861e-09
NC_041732.1	37224000	37318000	538	3.6100231951211875e-09	3.4851386646265474e-09	3.734907725615828e-09
NC_041732.1	37318000	37412000	523	3.500755211179905e-09	3.375870680685265e-09	3.6256397416745452e-09
NC_041732.1	37412000	37506000	638	3.5608301992498027e-09	3.4359456687551625e-09	3.685714729744443e-09
NC_041732.1	37506000	37600000	807	3.5170116038181083e-09	3.392127073323468e-09	3.6418961343127484e-09
NC_041732.1	37600000	37694000	727	3.5645557139109195e-09	3.4396711834162794e-09	3.6894402444055597e-09
NC_041732.1	37694000	37788000	735	3.575000507996383e-09	3.450115977501743e-09	3.699885038491023e-09
NC_041732.1	37788000	37882000	789	3.6100548750520068e-09	3.4851703445573666e-09	3.734939405546647e-09
NC_041732.1	37882000	37976000	713	3.5919482463781372e-09	3.467063715883497e-09	3.7168327768727774e-09
NC_041732.1	37976000	38070000	442	2.9458521647367466e-09	2.8209676342421065e-09	3.0707366952313868e-09
NC_041732.1	38070000	38164000	558	3.745098159244202e-09	3.620213628749562e-09	3.869982689738842e-09
NC_041732.1	38164000	38258000	621	3.586978535394782e-09	3.462094004900142e-09	3.711863065889422e-09
NC_041732.1	38258000	38352000	602	3.5763924360102825e-09	3.4515079055156423e-09	3.7012769665049227e-09
NC_041732.1	38352000	38446000	505	3.3740006814151723e-09	3.249116150920532e-09	3.4988852119098124e-09
NC_041732.1	38446000	38540000	544	3.6483581979426023e-09	3.523473667447962e-09	3.7732427284372425e-09
NC_041732.1	38540000	38634000	639	3.5957338888699006e-09	3.4708493583752604e-09	3.7206184193645407e-09
NC_041732.1	38634000	38728000	732	3.4713003491187754e-09	3.3464158186241353e-09	3.5961848796134156e-09
NC_041732.1	38728000	38822000	436	3.0090147594767196e-09	2.8841302289820794e-09	3.1338992899713597e-09
NC_041732.1	38822000	38916000	411	2.8433722821384874e-09	2.7184877516438472e-09	2.9682568126331275e-09
NC_041732.1	38916000	39010000	402	2.9610156185963644e-09	2.836131088101724e-09	3.0859001490910045e-09
NC_041732.1	39010000	39104000	508	3.4270005954322165e-09	3.3021160649375763e-09	3.5518851259268566e-09
NC_041732.1	39104000	39198000	479	3.157341024298492e-09	3.0324564938038516e-09	3.282225554793132e-09
NC_041732.1	39198000	39292000	447	3.0225580692785904e-09	2.8976735387839502e-09	3.1474425997732305e-09
NC_041732.1	39292000	39386000	472	3.08931902199184e-09	2.9644344914972e-09	3.2142035524864803e-09
NC_041732.1	39386000	39480000	518	3.4496717634653124e-09	3.3247872329706723e-09	3.5745562939599526e-09
NC_041732.1	39480000	39574000	546	3.74912895015663e-09	3.6242444196619897e-09	3.87401348065127e-09
NC_041732.1	39574000	39668000	453	3.074049852843458e-09	2.9491653223488177e-09	3.198934383338098e-09
NC_041732.1	39668000	39762000	558	3.510260184896764e-09	3.3853756544021237e-09	3.635144715391404e-09
NC_041732.1	39762000	39856000	633	3.6969319396894635e-09	3.5720474091948233e-09	3.821816470184103e-09
NC_041732.1	39856000	39950000	743	3.604066554469011e-09	3.4791820239743707e-09	3.728951084963651e-09
NC_041732.1	39950000	40044000	555	3.733821938370315e-09	3.6089374078756744e-09	3.858706468864955e-09
NC_041732.1	40044000	40138000	638	3.653024866467628e-09	3.528140335972988e-09	3.777909396962269e-09
NC_041732.1	40138000	40232000	584	3.4533233256410733e-09	3.328438795146433e-09	3.5782078561357135e-09
NC_041732.1	40232000	40326000	628	3.7247263740804588e-09	3.5998418435858186e-09	3.849610904575099e-09
NC_041732.1	40326000	40420000	582	3.530364171054347e-09	3.405479640559707e-09	3.6552487015489873e-09
NC_041732.1	40420000	40514000	587	3.4435508542729256e-09	3.3186663237782854e-09	3.5684353847675657e-09
NC_041732.1	40514000	40608000	773	3.733944141537462e-09	3.6090596110428217e-09	3.858828672032102e-09
NC_041732.1	40608000	40702000	721	3.580655341745202e-09	3.455770811250562e-09	3.705539872239842e-09
NC_041732.1	40702000	40796000	665	3.75752960894852e-09	3.63264507845388e-09	3.8824141394431605e-09
NC_041732.1	40796000	40890000	749	3.546409464605379e-09	3.421524934110739e-09	3.671293995100019e-09
NC_041732.1	40890000	40984000	662	3.690864626460893e-09	3.5659800959662527e-09	3.815749156955533e-09
NC_041732.1	40984000	41078000	835	3.5356159125276472e-09	3.410731382033007e-09	3.6605004430222874e-09
NC_041732.1	41078000	41172000	809	3.408210335699495e-09	3.283325805204855e-09	3.5330948661941352e-09
NC_041732.1	41172000	41266000	728	3.606359021244073e-09	3.481474490749433e-09	3.731243551738713e-09
NC_041732.1	41266000	41360000	705	3.7901019344135744e-09	3.6652174039189343e-09	3.914986464908215e-09
NC_041732.1	41360000	41454000	630	3.6366152235766876e-09	3.5117306930820475e-09	3.761499754071328e-09
NC_041732.1	41454000	41548000	633	3.654011961881629e-09	3.529127431386989e-09	3.778896492376269e-09
NC_041732.1	41548000	41642000	501	3.287893770586982e-09	3.163009240092342e-09	3.4127783010816224e-09
NC_041732.1	41642000	41736000	690	3.4708454087376925e-09	3.3459608782430523e-09	3.5957299392323326e-09
NC_041732.1	41736000	41830000	818	3.5335576135551357e-09	3.4086730830604955e-09	3.658442144049776e-09
NC_041732.1	41830000	41924000	539	3.7184626170287897e-09	3.5935780865341495e-09	3.84334714752343e-09
NC_041732.1	41924000	42018000	482	3.374757865664176e-09	3.2498733351695358e-09	3.499642396158816e-09
NC_041732.1	42018000	42112000	537	3.5619151671920492e-09	3.437030636697409e-09	3.6867996976866894e-09
NC_041732.1	42112000	42206000	453	3.1379404004099426e-09	3.0130558699153024e-09	3.2628249309045827e-09
NC_041732.1	42206000	42300000	578	3.410286640625552e-09	3.285402110130912e-09	3.5351711711201923e-09
NC_041732.1	42300000	42394000	605	3.6261460649498994e-09	3.5012615344552593e-09	3.751030595444539e-09
NC_041732.1	42394000	42488000	604	3.656429099166845e-09	3.531544568672205e-09	3.781313629661486e-09
NC_041732.1	42488000	42582000	560	3.653967681550264e-09	3.5290831510556236e-09	3.778852212044904e-09
NC_041732.1	42582000	42676000	491	3.212648231750254e-09	3.087763701255614e-09	3.337532762244894e-09
NC_041732.1	42676000	42770000	545	3.61328689097629e-09	3.4884023604816497e-09	3.7381714214709305e-09
NC_041732.1	42770000	42864000	572	3.528327358684141e-09	3.403442828189501e-09	3.6532118891787813e-09
NC_041732.1	42864000	42958000	480	3.104090835061039e-09	2.979206304566399e-09	3.2289753655556793e-09
NC_041732.1	42958000	43052000	533	3.6597953837539253e-09	3.534910853259285e-09	3.784679914248566e-09
NC_041732.1	43052000	43146000	536	3.7039665002879814e-09	3.5790819697933412e-09	3.828851030782621e-09
NC_041732.1	43146000	43240000	571	3.509989628493534e-09	3.385105097998894e-09	3.6348741589881743e-09
NC_041732.1	43240000	43334000	422	2.9811627587714817e-09	2.8562782282768415e-09	3.106047289266122e-09
NC_041732.1	43334000	43428000	411	2.944449779708822e-09	2.819565249214182e-09	3.069334310203462e-09
NC_041732.1	43428000	43522000	418	3.050470039603168e-09	2.9255855091085277e-09	3.175354570097808e-09
NC_041732.1	43522000	43616000	419	2.9607397583474036e-09	2.8358552278527634e-09	3.0856242888420437e-09
NC_041732.1	43616000	43710000	482	3.229975745074379e-09	3.1050912145797387e-09	3.354860275569019e-09
NC_041732.1	43710000	43804000	492	3.347130555150794e-09	3.222246024656154e-09	3.4720150856454342e-09
NC_041732.1	43804000	43898000	560	3.5188002956552342e-09	3.393915765160594e-09	3.6436848261498744e-09
NC_041732.1	43898000	43992000	515	3.3727069649537487e-09	3.2478224344591085e-09	3.497591495448389e-09
NC_041732.1	43992000	44086000	573	3.5200943888102466e-09	3.3952098583156064e-09	3.6449789193048867e-09
NC_041732.1	44086000	44180000	552	3.703489014795608e-09	3.578604484300968e-09	3.828373545290248e-09
NC_041732.1	44180000	44274000	529	3.712665725535491e-09	3.587781195040851e-09	3.837550256030131e-09
NC_041732.1	44274000	44368000	627	3.6159873470435254e-09	3.4911028165488853e-09	3.740871877538166e-09
NC_041732.1	44368000	44462000	729	3.6238984774490086e-09	3.4990139469543685e-09	3.748783007943648e-09
NC_041732.1	44462000	44556000	734	3.4524099491624036e-09	3.3275254186677634e-09	3.5772944796570437e-09
NC_041732.1	44556000	44650000	542	3.5990864392087324e-09	3.474201908714092e-09	3.7239709697033725e-09
NC_041732.1	44650000	44744000	440	3.1541582346923946e-09	3.0292737041977544e-09	3.2790427651870347e-09
NC_041732.1	44744000	44838000	483	3.2501145979905424e-09	3.1252300674959023e-09	3.3749991284851826e-09
NC_041732.1	44838000	44932000	532	3.5773668971213146e-09	3.4524823666266744e-09	3.7022514276159547e-09
NC_041732.1	44932000	45026000	541	3.6564403999745096e-09	3.5315558694798694e-09	3.78132493046915e-09
NC_041732.1	45026000	45120000	491	3.1870171863091777e-09	3.0621326558145376e-09	3.311901716803818e-09
NC_041732.1	45120000	45214000	473	3.1541987970580384e-09	3.0293142665633983e-09	3.2790833275526786e-09
NC_041732.1	45214000	45308000	508	3.324351080177042e-09	3.199466549682402e-09	3.4492356106716823e-09
NC_041732.1	45308000	45402000	544	3.738260786379762e-09	3.613376255885122e-09	3.863145316874402e-09
NC_041732.1	45402000	45496000	487	3.230620132195148e-09	3.105735601700508e-09	3.355504662689788e-09
NC_041732.1	45496000	45590000	519	3.3547710462804578e-09	3.2298865157858176e-09	3.479655576775098e-09
NC_041732.1	45590000	45684000	579	3.45147043014867e-09	3.3265858996540298e-09	3.57635496064331e-09
NC_041732.1	45684000	45778000	579	3.4324316731892797e-09	3.3075471426946396e-09	3.55731620368392e-09
NC_041732.1	45778000	45872000	607	3.5324441374420876e-09	3.4075596069474474e-09	3.6573286679367277e-09
NC_041732.1	45872000	45966000	577	3.522122597498884e-09	3.397238067004244e-09	3.647007127993524e-09
NC_041732.1	45966000	46060000	560	3.666386617493562e-09	3.541502086998922e-09	3.791271147988203e-09
NC_041732.1	46060000	46154000	612	3.604278678162744e-09	3.479394147668104e-09	3.729163208657384e-09
NC_041732.1	46154000	46248000	664	3.6903930324562485e-09	3.5655085019616083e-09	3.815277562950889e-09
NC_041732.1	46248000	46342000	436	3.0716831322281685e-09	2.9467986017335284e-09	3.1965676627228087e-09
NC_041732.1	46342000	46436000	466	3.234895483886242e-09	3.110010953391602e-09	3.359780014380882e-09
NC_041732.1	46436000	46530000	476	3.085529424217394e-09	2.960644893722754e-09	3.2104139547120343e-09
NC_041732.1	46530000	46624000	565	3.6671937211769556e-09	3.5423091906823155e-09	3.792078251671596e-09
NC_041732.1	46624000	46718000	535	3.6704081304428974e-09	3.5455235999482573e-09	3.795292660937538e-09
NC_041732.1	46718000	46812000	704	3.6701309065631454e-09	3.545246376068505e-09	3.795015437057786e-09
NC_041732.1	46812000	46906000	811	3.51773357475043e-09	3.39284904425579e-09	3.64261810524507e-09
NC_041732.1	46906000	47000000	728	3.636901292221905e-09	3.512016761727265e-09	3.761785822716546e-09
NC_041732.1	47000000	47094000	662	3.581431179860724e-09	3.4565466493660837e-09	3.706315710355364e-09
NC_041732.1	47094000	47188000	488	3.365116769952063e-09	3.240232239457423e-09	3.4900013004467033e-09
NC_041732.1	47188000	47282000	516	3.4769509940348867e-09	3.3520664635402465e-09	3.601835524529527e-09
NC_041732.1	47282000	47376000	570	3.5677829834959836e-09	3.4428984530013435e-09	3.6926675139906238e-09
NC_041732.1	47376000	47470000	640	3.556359057298987e-09	3.431474526804347e-09	3.6812435877936273e-09
NC_041732.1	47470000	47564000	633	3.6252559379995316e-09	3.5003714075048914e-09	3.750140468494172e-09
NC_041732.1	47564000	47658000	566	3.5583856537390644e-09	3.4335011232444243e-09	3.6832701842337046e-09
NC_041732.1	47658000	47752000	519	3.435445493119178e-09	3.3105609626245377e-09	3.560330023613818e-09
NC_041732.1	47752000	47846000	574	3.6202396450869837e-09	3.4953551145923435e-09	3.745124175581624e-09
NC_041732.1	47846000	47940000	614	3.6774407586621633e-09	3.552556228167523e-09	3.802325289156803e-09
NC_041732.1	47940000	48034000	650	3.7163652153782907e-09	3.5914806848836506e-09	3.841249745872931e-09
NC_041732.1	48034000	48128000	670	3.783695604488944e-09	3.6588110739943035e-09	3.908580134983584e-09
NC_041732.1	48128000	48222000	769	3.6408314720436964e-09	3.5159469415490562e-09	3.765716002538337e-09
NC_041732.1	48222000	48316000	744	3.6054715914198007e-09	3.4805870609251606e-09	3.730356121914441e-09
NC_041732.1	48316000	48410000	684	3.661098826443812e-09	3.536214295949172e-09	3.785983356938453e-09
NC_041732.1	48410000	48504000	724	3.607979526927665e-09	3.483094996433025e-09	3.732864057422305e-09
NC_041732.1	48504000	48598000	892	3.775210242376671e-09	3.650325711882031e-09	3.900094772871311e-09
NC_041732.1	48598000	48692000	762	3.6934309570088953e-09	3.568546426514255e-09	3.8183154875035355e-09
NC_041732.1	48692000	48786000	822	3.608950273839911e-09	3.484065743345271e-09	3.733834804334551e-09
NC_041732.1	48786000	48880000	993	3.4823284607603896e-09	3.3574439302657494e-09	3.6072129912550297e-09
NC_041732.1	48880000	48974000	819	3.5884210834931467e-09	3.4635365529985065e-09	3.713305613987787e-09
NC_041732.1	48974000	49068000	838	3.5828585773429462e-09	3.457974046848306e-09	3.7077431078375864e-09
NC_041732.1	49068000	49162000	974	3.3836730577629005e-09	3.2587885272682604e-09	3.5085575882575407e-09
NC_041732.1	49162000	49256000	683	3.704059788455251e-09	3.579175257960611e-09	3.828944318949892e-09
NC_041732.1	49256000	49350000	731	3.576691199229443e-09	3.451806668734803e-09	3.7015757297240833e-09
NC_041732.1	49350000	49444000	822	3.530608735599949e-09	3.405724205105309e-09	3.6554932660945892e-09
NC_041732.1	49444000	49538000	771	3.740833095055018e-09	3.615948564560378e-09	3.8657176255496584e-09
NC_041732.1	49538000	49632000	823	3.6122508103279998e-09	3.4873662798333596e-09	3.7371353408226395e-09
NC_041732.1	49632000	49726000	862	3.635318335355246e-09	3.5104338048606057e-09	3.760202865849886e-09
NC_041732.1	49726000	49820000	804	3.5470313103817932e-09	3.422146779887153e-09	3.6719158408764334e-09
NC_041732.1	49820000	49914000	706	3.728088238168274e-09	3.6032037076736343e-09	3.8529727686629146e-09
NC_041732.1	49914000	50008000	874	3.7878045103508835e-09	3.6629199798562434e-09	3.912689040845524e-09
NC_041732.1	50008000	50102000	725	3.5626298152010043e-09	3.437745284706364e-09	3.6875143456956445e-09
NC_041732.1	50102000	50196000	637	3.5743676326316883e-09	3.449483102137048e-09	3.6992521631263284e-09
NC_041732.1	50196000	50290000	811	3.5242158988396687e-09	3.3993313683450285e-09	3.649100429334309e-09
NC_041732.1	50290000	50384000	863	3.7080027156469464e-09	3.5831181851523063e-09	3.832887246141586e-09
NC_041732.1	50384000	50478000	773	3.765034415047493e-09	3.6401498845528525e-09	3.889918945542133e-09
NC_041732.1	50478000	50572000	692	3.5090683414494994e-09	3.3841838109548593e-09	3.6339528719441396e-09
NC_041732.1	50572000	50666000	809	3.440049472297153e-09	3.315164941802513e-09	3.5649340027917933e-09
NC_041732.1	50666000	50760000	932	3.665954184554411e-09	3.541069654059771e-09	3.790838715049051e-09
NC_041732.1	50760000	50854000	785	3.656599040712503e-09	3.531714510217863e-09	3.781483571207143e-09
NC_041732.1	50854000	50948000	755	3.5207383540341965e-09	3.3958538235395564e-09	3.6456228845288367e-09
NC_041732.1	50948000	51042000	822	3.6055350944250033e-09	3.480650563930363e-09	3.730419624919644e-09
NC_041732.1	51042000	51136000	789	3.5960501231377102e-09	3.47116559264307e-09	3.7209346536323504e-09
NC_041732.1	51136000	51230000	631	3.5876207904298387e-09	3.4627362599351985e-09	3.712505320924479e-09
NC_041732.1	51230000	51324000	600	3.7007767306085425e-09	3.5758922001139024e-09	3.825661261103183e-09
NC_041732.1	51324000	51418000	665	3.7116198216601387e-09	3.5867352911654986e-09	3.836504352154779e-09
NC_041732.1	51418000	51512000	650	3.602127087256026e-09	3.4772425567613858e-09	3.727011617750666e-09
NC_041732.1	51512000	51606000	735	3.5608454327385347e-09	3.4359609022438946e-09	3.685729963233175e-09
NC_041732.1	51606000	51700000	764	3.6695515141541903e-09	3.54466698365955e-09	3.7944360446488304e-09
NC_041732.1	51700000	51794000	806	3.543261632164324e-09	3.4183771016696838e-09	3.668146162658964e-09
NC_041732.1	51794000	51888000	771	3.840392517462431e-09	3.7155079869677904e-09	3.965277047957071e-09
NC_041732.1	51888000	51982000	673	3.701125059170119e-09	3.576240528675479e-09	3.826009589664759e-09
NC_041732.1	51982000	52076000	733	3.5192643068179355e-09	3.3943797763232954e-09	3.6441488373125757e-09
NC_041732.1	52076000	52170000	813	3.4962845363291393e-09	3.371400005834499e-09	3.6211690668237795e-09
NC_041732.1	52170000	52264000	932	3.6690332553477635e-09	3.5441487248531233e-09	3.793917785842404e-09
NC_041732.1	52264000	52358000	783	3.6610485378497055e-09	3.5361640073550654e-09	3.785933068344346e-09
NC_041732.1	52358000	52452000	899	3.741885136210666e-09	3.617000605716026e-09	3.866769666705306e-09
NC_041732.1	52452000	52546000	959	3.4550129169288536e-09	3.3301283864342134e-09	3.5798974474234937e-09
NC_041732.1	52546000	52640000	816	3.4864670726787436e-09	3.3615825421841034e-09	3.6113516031733837e-09
NC_041732.1	52640000	52734000	839	3.619538588182713e-09	3.494654057688073e-09	3.744423118677353e-09
NC_041732.1	52734000	52828000	880	3.748104264489401e-09	3.623219733994761e-09	3.872988794984041e-09
NC_041732.1	52828000	52922000	890	3.791904676921563e-09	3.6670201464269227e-09	3.916789207416203e-09
NC_041732.1	52922000	53016000	964	3.489085228730695e-09	3.364200698236055e-09	3.6139697592253353e-09
NC_041732.1	53016000	53110000	1001	3.6317393017630754e-09	3.5068547712684352e-09	3.7566238322577156e-09
NC_041732.1	53110000	53204000	858	3.7001944301250816e-09	3.5753098996304414e-09	3.825078960619722e-09
NC_041732.1	53204000	53298000	946	3.633420304437031e-09	3.5085357739423907e-09	3.758304834931671e-09
NC_041732.1	53298000	53392000	1005	3.5658662007709177e-09	3.4409816702762775e-09	3.690750731265558e-09
NC_041732.1	53392000	53486000	881	3.748515342669002e-09	3.623630812174362e-09	3.873399873163642e-09
NC_041732.1	53486000	53580000	890	3.7622576295583565e-09	3.6373730990637163e-09	3.887142160052997e-09
NC_041732.1	53580000	53674000	853	3.567398831374111e-09	3.442514300879471e-09	3.6922833618687512e-09
NC_041732.1	53674000	53768000	823	3.5798358900459673e-09	3.454951359551327e-09	3.7047204205406074e-09
NC_041732.1	53768000	53862000	891	3.874116553439798e-09	3.749232022945158e-09	3.999001083934438e-09
NC_041732.1	53862000	53956000	924	3.7027110258185525e-09	3.5778264953239124e-09	3.827595556313193e-09
NC_041732.1	53956000	54050000	891	3.94919185690987e-09	3.82430732641523e-09	4.07407638740451e-09
NC_041732.1	54050000	54144000	745	3.6998293763681615e-09	3.5749448458735214e-09	3.824713906862802e-09
NC_041732.1	54144000	54238000	832	3.72606206927542e-09	3.6011775387807796e-09	3.85094659977006e-09
NC_041732.1	54238000	54332000	925	3.6117327361014317e-09	3.4868482056067915e-09	3.736617266596072e-09
NC_041732.1	54332000	54426000	857	3.7076068257528464e-09	3.5827222952582063e-09	3.832491356247486e-09
NC_041732.1	54426000	54520000	863	3.7870612712985375e-09	3.6621767408038974e-09	3.911945801793178e-09
